"No.","Time","Source","Destination","Protocol","Length","Info"
"19","0.027743","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4025:402::54","TLSv1.3","603","Client Hello (SNI=accounts.google.com)"
"22","0.036680","2a00:1450:4025:402::54","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"23","0.036680","2a00:1450:4025:402::54","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","951","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"37","0.051137","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4025:402::54","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"55","0.063047","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:414::200e","TLSv1.3","654","Client Hello (SNI=drive.google.com)"
"67","0.099658","2a00:1450:4002:414::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"69","0.099659","2a00:1450:4002:414::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2223","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"73","0.100221","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:414::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"270","0.498501","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:802::2003","TLSv1.3","653","Client Hello (SNI=www.gstatic.com)"
"287","0.507623","2a00:1450:400e:802::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"299","0.508747","2a00:1450:400e:802::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2153","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"306","0.509123","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:802::2003","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"685","0.719652","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:414::200a","TLSv1.3","669","Client Hello (SNI=content-autofill.googleapis.com)"
"700","0.756413","2a00:1450:4002:414::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"702","0.756414","2a00:1450:4002:414::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","115","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"706","0.756993","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:414::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"860","9.753017","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200a","TLSv1.3","609","Client Hello (SNI=optimizationguide-pa.googleapis.com)"
"862","9.761853","2a00:1450:400e:80f::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"865","9.762359","2a00:1450:400e:80f::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1326","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"868","9.769391","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"889","10.815460","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","621","Client Hello (SNI=play.google.com)"
"891","10.825648","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"892","10.825648","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3266","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"895","10.833444","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","150","Change Cipher Spec, Finished"
"923","10.874219","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","603","Client Hello (SNI=play.google.com)"
"929","10.884657","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"930","10.884657","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3267","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"933","10.886317","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","150","Change Cipher Spec, Finished"
"1232","32.926814","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","TLSv1.3","603","Client Hello (SNI=accounts.youtube.com)"
"1235","32.940288","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1236","32.940289","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3435","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1240","32.949910","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1248","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1249","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1267","33.012819","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","TLSv1.3","688","Client Hello (SNI=accounts.google.be)"
"1269","33.019144","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","4548","Server Hello, Change Cipher Spec, Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1271","33.024810","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1280","33.080442","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1282","33.082456","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1423","33.989584","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","TLSv1.3","658","Client Hello (SNI=fonts.googleapis.com)"
"1424","33.989839","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","TLSv1.3","653","Client Hello (SNI=apis.google.com)"
"1425","33.990037","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","TLSv1.3","603","Client Hello (SNI=lh3.google.com)"
"1426","33.990274","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","TLSv1.3","685","Client Hello (SNI=ssl.gstatic.com)"
"1433","33.998910","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"1435","34.000518","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1436","34.000518","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","938","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1438","34.000526","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3428","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1439","34.000526","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1440","34.000526","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","946","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1450","34.002332","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1451","34.002332","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1311","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1482","34.004978","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1485","34.005657","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1486","34.005961","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1487","34.006226","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1583","34.025054","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1584","34.025054","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1585","34.025054","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","[TLS segment of a reassembled PDU]"
"1598","34.027509","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1600","34.027510","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1728","34.054042","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::2001","TLSv1.3","663","Client Hello (SNI=lh3.googleusercontent.com)"
"1851","34.070545","2a00:1450:400e:810::2001","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"1855","34.071960","2a00:1450:400e:810::2001","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2126","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1878","34.075262","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::2001","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"2267","34.118434","2a00:1450:400e:810::2001","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","125","[TCP Previous segment not captured] , Application Data"
"2621","34.209283","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"2670","34.243175","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"2671","34.243175","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"2673","34.245139","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"2674","34.245140","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","[TLS segment of a reassembled PDU]"
"2675","34.245140","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","6126","[TLS segment of a reassembled PDU]"
"2678","34.248506","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","6126","[TLS segment of a reassembled PDU]"
"2679","34.248529","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","6126","[TLS segment of a reassembled PDU]"
"2684","34.251813","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","6126","[TLS segment of a reassembled PDU][TLS segment of a reassembled PDU]"
"2688","34.252517","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","6126","[TLS segment of a reassembled PDU][TLS segment of a reassembled PDU]"
"2694","34.254352","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","6126","[TLS segment of a reassembled PDU][TLS segment of a reassembled PDU]"
"2697","34.256020","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","7334","[TLS segment of a reassembled PDU][TLS segment of a reassembled PDU]"
"2701","34.260719","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","7334","[TLS segment of a reassembled PDU][TLS segment of a reassembled PDU]"
"2708","34.262955","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","10958","[TLS segment of a reassembled PDU][TLS segment of a reassembled PDU]"
"3081","34.398137","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:800::200e","TLSv1.3","689","Client Hello (SNI=clients6.google.com)"
"3085","34.407981","2a00:1450:400e:800::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","4918","Server Hello, Change Cipher Spec"
"3086","34.407981","2a00:1450:400e:800::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2225","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"3089","34.410188","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:800::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"3228","34.545198","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:809::200a","TLSv1.3","674","Client Hello (SNI=drivefrontend-pa.clients6.google.com)"
"3241","34.582251","2a00:1450:4002:809::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"3246","34.583296","2a00:1450:4002:809::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","427","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"3252","34.586268","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:809::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"3602","34.754292","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200a","TLSv1.3","667","Client Hello (SNI=people-pa.clients6.google.com)"
"3606","34.756806","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::2001","TLSv1.3","639","Client Hello (SNI=drive.fife.usercontent.google.com)"
"3687","34.768518","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:809::200a","TLSv1.3","610","Client Hello (SNI=drivefrontend-pa.clients6.google.com)"
"3731","34.774043","2a00:1450:400e:810::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","4918","Server Hello, Change Cipher Spec"
"3759","34.774223","2a00:1450:400e:810::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","420","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"3805","34.779784","2a00:1450:400e:80f::2001","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","4785","Server Hello, Change Cipher Spec, Encrypted Extensions, Certificate, Certificate Verify, Finished"
"3815","34.781609","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"3820","34.782611","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::2001","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"3971","34.814357","2a00:1450:4002:809::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"3976","34.815557","2a00:1450:4002:809::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","427","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"3981","34.815905","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:809::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"4012","34.843458","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:800::200a","TLSv1.3","605","Client Hello (SNI=waa-pa.clients6.google.com)"
"4020","34.850023","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:410::200a","TLSv1.3","607","Client Hello (SNI=ogads-pa.clients6.google.com)"
"4022","34.852877","2a00:1450:400e:800::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"4026","34.853754","2a00:1450:400e:800::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","418","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"4030","34.856787","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:800::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"4060","34.885990","2a00:1450:4002:410::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"4065","34.886867","2a00:1450:4002:410::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","419","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"4075","34.889228","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:4002:410::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"4080","34.890820","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:800::200a","TLSv1.3","696","Client Hello (SNI=waa-pa.clients6.google.com)"
"4143","34.924111","2a00:1450:400e:800::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","4918","Server Hello, Change Cipher Spec"
"4147","34.924137","2a00:1450:400e:800::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","417","Encrypted Extensions, Certificate, Certificate Verify, Finished"
